Text,Problem,Question,Numbers,Equation,Answer,Constants
"At Mrs. Hilt 's house , there was 29.0 inches of snow , and Brecknock Elementary School received 17.0 inches of snow . How much more snow did Mrs. Hilt 's house have ?","At Mrs. Hilt 's house , there was [NUM] inches of snow , and Brecknock Elementary School received [NUM] inches of snow . How much more snow did Mrs. Hilt 's house have ?",How much more snow did Mrs. Hilt 's house have ?,29.0 17.0,n0 - n1,12,
At a company picnic 9.0 managers and 15.0 employees decided to start a game of volleyball . If they split into 8.0 teams how many people would be on each team ?,At a company picnic [NUM] managers and [NUM] employees decided to start a game of volleyball . If they split into [NUM] teams how many people would be on each team ?,how many people would be on each team ?,9.0 15.0 8.0,( n0 + n1 ) / n2,3,
"There were 7.0 friends playing a video game online when 2.0 more players joined the game . If each player had 7.0 lives , how many lives did they have total ?","There were [NUM] friends playing a video game online when [NUM] more players joined the game . If each player had [NUM] lives , how many lives did they have total ?",how many lives did they have total ?,7.0 2.0 7.0,n2 * ( n0 + n1 ),63,
Anna starts with 5.0 candies . She gets 86.0 more from Larry . How many candies does Anna end with ?,Anna starts with [NUM] candies . She gets [NUM] more from Larry . How many candies does Anna end with ?,How many candies does Anna end with ?,5.0 86.0,n0 + n1,91,
"A worksheet had 4.0 problems on it . If a teacher had 9.0 worksheets to grade and had already graded 5.0 of them , how many more problems does she have to grade ?","A worksheet had [NUM] problems on it . If a teacher had [NUM] worksheets to grade and had already graded [NUM] of them , how many more problems does she have to grade ?",how many more problems does she have to grade ?,4.0 9.0 5.0,n0 * ( n1 - n2 ),16,
Mrs. Hilt saw 144.0 bees in the hive . The next day she saw 3.0 times that many . How many bees did she see on the second day ?,Mrs. Hilt saw [NUM] bees in the hive . The next day she saw [NUM] times that many . How many bees did she see on the second day ?,How many bees did she see on the second day ?,144.0 3.0,n0 * n1,432,
"Fred has 10.0 red balloons , Sam has 46.0 red balloons , and Dan has 16.0 red balloons . The balloons cost 10.0 dollars . How many red balloons do they have in all ?","Fred has [NUM] red balloons , Sam has [NUM] red balloons , and Dan has [NUM] red balloons . The balloons cost [NUM] dollars . How many red balloons do they have in all ?",How many red balloons do they have in all ?,10.0 46.0 16.0 10.0,( n0 + n1 ) + n2,72,
Evelyn starts with 76.0 Skittles . She shares 72.0 with Christine . How many Skittles does Evelyn end with ?,Evelyn starts with [NUM] Skittles . She shares [NUM] with Christine . How many Skittles does Evelyn end with ?,How many Skittles does Evelyn end with ?,76.0 72.0,n0 - n1,4,
A carpenter bought a piece of wood that was 8.9 centimeters long . Then he sawed 2.3 centimeters off the end . How long is the piece of wood now ?,A carpenter bought a piece of wood that was [NUM] centimeters long . Then he sawed [NUM] centimeters off the end . How long is the piece of wood now ?,How long is the piece of wood now ?,8.9 2.3,n0 - n1,6.6,
A store had 34.0 oranges in a bin . If they threw away 20.0 of the old ones and put 13.0 new ones in the bin how many would be in the bin ?,A store had [NUM] oranges in a bin . If they threw away [NUM] of the old ones and put [NUM] new ones in the bin how many would be in the bin ?,how many would be in the bin ?,34.0 20.0 13.0,( n0 + n2 ) - n1,27,
Tim has 22.0 books . Mike has 20.0 books . How many books do they have together ?,Tim has [NUM] books . Mike has [NUM] books . How many books do they have together ?,How many books do they have together ?,22.0 20.0,n0 + n1,42,
Melanie had 7.0 dimes in her bank . Her dad gave her 8.0 dimes and her mother gave her 4.0 dimes . How many dimes does Melanie have now ?,Melanie had [NUM] dimes in her bank . Her dad gave her [NUM] dimes and her mother gave her [NUM] dimes . How many dimes does Melanie have now ?,How many dimes does Melanie have now ?,7.0 8.0 4.0,( n0 + n1 ) + n2,19,
A car traveled 715.0 kilometers in 11.0 hours . What was its average speed ?,A car traveled [NUM] kilometers in [NUM] hours . What was its average speed ?,What was its average speed ?,715.0 11.0,n0 / n1,65,
There are 7.0 dogwood trees currently in the park . Park workers will plant 3.0 dogwood trees today and 2.0 dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,There are [NUM] dogwood trees currently in the park . Park workers will plant [NUM] dogwood trees today and [NUM] dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,How many dogwood trees will the park have when the workers are finished ?,7.0 3.0 2.0,( n0 + n1 ) + n2,12,
There are 9.0 bottle caps in each box . How many bottle caps are in 6.0 boxes ?,There are [NUM] bottle caps in each box . How many bottle caps are in [NUM] boxes ?,How many bottle caps are in [NUM] boxes ?,9.0 6.0,n0 * n1,54,
"Gwen was organizing her book case making sure each of the shelves had exactly 9.0 books on it . If she had 3.0 shelves of mystery books and 5.0 shelves of picture books , how many books did she have total ?","Gwen was organizing her book case making sure each of the shelves had exactly [NUM] books on it . If she had [NUM] shelves of mystery books and [NUM] shelves of picture books , how many books did she have total ?",how many books did she have total ?,9.0 3.0 5.0,n0 * ( n1 + n2 ),72,
"Megan was organizing her book case making sure each of the shelves had exactly 7.0 books on it . If she had 8.0 shelves of mystery books and 2.0 shelves of picture books , how many books did she have total ?","Megan was organizing her book case making sure each of the shelves had exactly [NUM] books on it . If she had [NUM] shelves of mystery books and [NUM] shelves of picture books , how many books did she have total ?",how many books did she have total ?,7.0 8.0 2.0,n0 * ( n1 + n2 ),70,
"Karen added 0.25 cup of walnuts to a batch of trail mix . Later , she added 0.25 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?","Karen added [NUM] cup of walnuts to a batch of trail mix . Later , she added [NUM] cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?",How many cups of nuts did Karen put in the trail mix in all ?,0.25 0.25,n0 + n1,0.5,
There are 39.0 scissors and 22.0 pencils in the drawer . Dan placed 13.0 scissors in the drawer . How many scissors are now there in total ?,There are [NUM] scissors and [NUM] pencils in the drawer . Dan placed [NUM] scissors in the drawer . How many scissors are now there in total ?,How many scissors are now there in total ?,39.0 22.0 13.0,n0 + n2,52,
Sara goes fishing with Melanie . Sara catches 5.0 trout . Melanie catches 2.0 times as many trout as Sara . How many trout did Melanie catch ?,Sara goes fishing with Melanie . Sara catches [NUM] trout . Melanie catches [NUM] times as many trout as Sara . How many trout did Melanie catch ?,How many trout did Melanie catch ?,5.0 2.0,n0 * n1,10,
Cade had 87.0 marbles . He gave 8.0 to Dylan . How many does he have left ?,Cade had [NUM] marbles . He gave [NUM] to Dylan . How many does he have left ?,How many does he have left ?,87.0 8.0,n0 - n1,79,
"Karin 's science class weighed plastic rings for an experiment . They found that the orange ring weighed 0.08333333333333333 ounce , the purple ring weighed 0.3333333333333333 ounce , and the white ring weighed 0.4166666666666667 ounce . What was the total weight of the plastic rings ?","Karin 's science class weighed plastic rings for an experiment . They found that the orange ring weighed [NUM] ounce , the purple ring weighed [NUM] ounce , and the white ring weighed [NUM] ounce . What was the total weight of the plastic rings ?",What was the total weight of the plastic rings ?,0.08333333333333333 0.3333333333333333 0.4166666666666667,( n0 + n1 ) + n2,0.83333333333333333,
A group of 3.0 friends went into a restaurant . The chef already had 8.0 chicken wings cooked but cooked 10.0 more for the group . If they each got the same amount how many would each person get ?,A group of [NUM] friends went into a restaurant . The chef already had [NUM] chicken wings cooked but cooked [NUM] more for the group . If they each got the same amount how many would each person get ?,how many would each person get ?,3.0 8.0 10.0,( n2 + n1 ) / n0,6,
Lucy has 212.0 fish . How many more fish does she need to buy to have 280.0 fish ?,Lucy has [NUM] fish . How many more fish does she need to buy to have [NUM] fish ?,How many more fish does she need to buy to have [NUM] fish ?,212.0 280.0,n1 - n0,68,
There are 2.0 bananas in a pile on the desk . Each banana comes in a package of 13.0 . 7.0 bananas are added to the pile . How many bananas are there in the pile ?,There are [NUM] bananas in a pile on the desk . Each banana comes in a package of [NUM] . [NUM] bananas are added to the pile . How many bananas are there in the pile ?,How many bananas are there in the pile ?,2.0 13.0 7.0,n0 + n2,9,
"Terrell hiked 8.2 miles on Saturday . Then , on Sunday , he hiked another 1.6 miles . How far did Terrell hike all together ?","Terrell hiked [NUM] miles on Saturday . Then , on Sunday , he hiked another [NUM] miles . How far did Terrell hike all together ?",How far did Terrell hike all together ?,8.2 1.6,n0 + n1,9.8,
"Allyson plays for the cook county regional football league which has 10.0 teams . During a season , each team plays the other team 2.0 twice , once at home and one away . How many total games are played in one season ?","Allyson plays for the cook county regional football league which has [NUM] teams . During a season , each team plays the other team [NUM] twice , once at home and one away . How many total games are played in one season ?",How many total games are played in one season ?,10.0 2.0,( ( n0 * ( n0 - x1 ) ) * n1 ) / n1,90,1
Larry starts with 91.0 cards . 17.0 are eaten by a hippopotamus . How many cards does Larry end with ?,Larry starts with [NUM] cards . [NUM] are eaten by a hippopotamus . How many cards does Larry end with ?,How many cards does Larry end with ?,91.0 17.0,n0 - n1,74,
"Keith spent $ 136.01 on speakers , $ 139.38 on a CD player , and $ 112.46 on new tires . He wanted 3.0 CD 's for $ 6.16 , but did n't buy them . In total , how much did he spend ?","Keith spent $ [NUM] on speakers , $ [NUM] on a CD player , and $ [NUM] on new tires . He wanted [NUM] CD 's for $ [NUM] , but did n't buy them . In total , how much did he spend ?",how much did he spend ?,136.01 139.38 112.46 3.0 6.16,( n0 + n1 ) + n2,387.85,
"For Halloween Janet and her sister combined the candy they received . Janet had 34.0 pieces of candy while her sister had 33.0 . If they ate 4.0 pieces the first night , how many pieces do they have left ?","For Halloween Janet and her sister combined the candy they received . Janet had [NUM] pieces of candy while her sister had [NUM] . If they ate [NUM] pieces the first night , how many pieces do they have left ?",how many pieces do they have left ?,34.0 33.0 4.0,( n0 + n1 ) - n2,63,
Each ticket costs $ 9.0 . How much do 4.0 tickets cost ?,Each ticket costs $ [NUM] . How much do [NUM] tickets cost ?,How much do [NUM] tickets cost ?,9.0 4.0,n0 * n1,36,
"In one year , for the election for president there were 76.7 million voters , whereas in the next year there were 129.9 million voters . Find the percentage change in the number of voters ?","In one year , for the election for president there were [NUM] million voters , whereas in the next year there were [NUM] million voters . Find the percentage change in the number of voters ?",Find the percentage change in the number of voters ?,76.7 129.9,( ( n1 - n0 ) / n0 ) * x100,69.36114732724902216427640156,100
Carla has some marbles . She bought 489.0 marbles . Now she has 2778.0 marbles all together . How many did she start with ?,Carla has some marbles . She bought [NUM] marbles . Now she has [NUM] marbles all together . How many did she start with ?,How many did she start with ?,489.0 2778.0,n1 - n0,2289,
"Lana picked 36.0 tulips and 37.0 roses to make flower bouquets . If she only used 70.0 of the flowers though , how many extra flowers did Lana pick ?","Lana picked [NUM] tulips and [NUM] roses to make flower bouquets . If she only used [NUM] of the flowers though , how many extra flowers did Lana pick ?",how many extra flowers did Lana pick ?,36.0 37.0 70.0,( n0 + n1 ) - n2,3,
James rode 80.0 miles at 16.0 miles per hour . How long did James ride ?,James rode [NUM] miles at [NUM] miles per hour . How long did James ride ?,How long did James ride ?,80.0 16.0,n0 / n1,5,
"The tallest player on the basketball team is 77.75 inches tall . This is 9.5 inches taller than the shortest player . How tall is the shortest player , in inches ?","The tallest player on the basketball team is [NUM] inches tall . This is [NUM] inches taller than the shortest player . How tall is the shortest player , in inches ?","How tall is the shortest player , in inches ?",77.75 9.5,n0 - n1,68.25,
How much would 136.0 pieces of bubble gum cost if each piece costs 18.0 cents ?,How much would [NUM] pieces of bubble gum cost if each piece costs [NUM] cents ?,How much would [NUM] pieces of bubble gum cost if each piece costs [NUM] cents ?,136.0 18.0,n0 * n1,2448,
Paul had 28.0 strawberries in his basket . He picked 35.0 more strawberries . How many strawberries did he have then ?,Paul had [NUM] strawberries in his basket . He picked [NUM] more strawberries . How many strawberries did he have then ?,How many strawberries did he have then ?,28.0 35.0,n0 + n1,63,
Iesha has 344.0 books . 136.0 are about school and the rest are about sports . How many books about sports does Iesha have ?,Iesha has [NUM] books . [NUM] are about school and the rest are about sports . How many books about sports does Iesha have ?,How many books about sports does Iesha have ?,344.0 136.0,n0 - n1,208,
"At a restaurant each adult meal costs $ 2.0 and kids eat free . If a group of 15.0 people came in and 9.0 were kids , how much would it cost for the group to eat ?","At a restaurant each adult meal costs $ [NUM] and kids eat free . If a group of [NUM] people came in and [NUM] were kids , how much would it cost for the group to eat ?",how much would it cost for the group to eat ?,2.0 15.0 9.0,n0 * ( n1 - n2 ),12,
Sam had 49.0 pennies and 24.0 nickels in his bank . His dad gave him 39.0 nickels and 31.0 quarters . How many nickels does he have now ?,Sam had [NUM] pennies and [NUM] nickels in his bank . His dad gave him [NUM] nickels and [NUM] quarters . How many nickels does he have now ?,How many nickels does he have now ?,49.0 24.0 39.0 31.0,n1 + n2,63,
"A painter needed to paint 12.0 rooms in a building . Each room takes 7.0 hours to paint . If he already painted 5.0 rooms , how much longer will he take to paint the rest ?","A painter needed to paint [NUM] rooms in a building . Each room takes [NUM] hours to paint . If he already painted [NUM] rooms , how much longer will he take to paint the rest ?",how much longer will he take to paint the rest ?,12.0 7.0 5.0,n1 * ( n0 - n2 ),49,
Sally picked 7.0 lemons and Mary picked 9.0 lemons from the lemon tree . How many lemons were picked in total ?,Sally picked [NUM] lemons and Mary picked [NUM] lemons from the lemon tree . How many lemons were picked in total ?,How many lemons were picked in total ?,7.0 9.0,n0 + n1,16,
"A waitress put leftover tarts into the fridge on Thursday night . She noticed that the restaurant had 0.08333333333333333 tart filled with cherries , 0.75 tart filled with blueberries , and 0.08333333333333333 tart filled with peaches . How many leftover tarts did the restaurant have in all ?","A waitress put leftover tarts into the fridge on Thursday night . She noticed that the restaurant had [NUM] tart filled with cherries , [NUM] tart filled with blueberries , and [NUM] tart filled with peaches . How many leftover tarts did the restaurant have in all ?",How many leftover tarts did the restaurant have in all ?,0.08333333333333333 0.75 0.08333333333333333,( n0 + n1 ) + n2,0.91666666666666666,
"Mike made 101.0 dollars mowing lawns over the summer . If he spent 47.0 dollars buying new mower blades , how many 6.0 dollar games could he buy with the money he had left ?","Mike made [NUM] dollars mowing lawns over the summer . If he spent [NUM] dollars buying new mower blades , how many [NUM] dollar games could he buy with the money he had left ?",how many [NUM] dollar games could he buy with the money he had left ?,101.0 47.0 6.0,( n0 - n1 ) / n2,9,
There are 8.0 calories in a candy bar . How many calories are there in 3.0 candy bars ?,There are [NUM] calories in a candy bar . How many calories are there in [NUM] candy bars ?,How many calories are there in [NUM] candy bars ?,8.0 3.0,n0 * n1,24,
Gloria has 9.0 boxes of tickets . Each box holds 5.0 tickets and there are 10.0 boxes in a case . How many tickets does Gloria have ?,Gloria has [NUM] boxes of tickets . Each box holds [NUM] tickets and there are [NUM] boxes in a case . How many tickets does Gloria have ?,How many tickets does Gloria have ?,9.0 5.0 10.0,n0 * n1,45,
Joan 's cat had 8.0 kittens . She gave 2.0 to her friends . How many kittens does she have now ?,Joan 's cat had [NUM] kittens . She gave [NUM] to her friends . How many kittens does she have now ?,How many kittens does she have now ?,8.0 2.0,n0 - n1,6,
"Maria had 14.0 bottles of water in her fridge . If she drank 8.0 of them and then bought 45.0 more , how many bottles would she have ?","Maria had [NUM] bottles of water in her fridge . If she drank [NUM] of them and then bought [NUM] more , how many bottles would she have ?",how many bottles would she have ?,14.0 8.0 45.0,( n0 + n2 ) - n1,51,
Each cup contains 8.0 ounces . How many ounces are in 33.0 cups ?,Each cup contains [NUM] ounces . How many ounces are in [NUM] cups ?,How many ounces are in [NUM] cups ?,8.0 33.0,n0 * n1,264,
"For Halloween Katie and her sister combined the candy they received . Katie had 8.0 pieces of candy while her sister had 23.0 . If they ate 8.0 pieces the first night , how many pieces do they have left ?","For Halloween Katie and her sister combined the candy they received . Katie had [NUM] pieces of candy while her sister had [NUM] . If they ate [NUM] pieces the first night , how many pieces do they have left ?",how many pieces do they have left ?,8.0 23.0 8.0,( n0 + n1 ) - n2,23,
A spaceship traveled 0.5 light - year from Earth to Planet X and 0.1 light - year from Planet X to Planet Y . Then it traveled 0.1 light - year from Planet Y back to Earth . How many light - years did the spaceship travel in all ?,A spaceship traveled [NUM] light - year from Earth to Planet X and [NUM] light - year from Planet X to Planet Y . Then it traveled [NUM] light - year from Planet Y back to Earth . How many light - years did the spaceship travel in all ?,How many light - years did the spaceship travel in all ?,0.5 0.1 0.1,( n0 + n1 ) + n2,0.7,
Martin has 8.0 boxes of crayons . Each box holds 7.0 crayons . How many crayons does Martin have ?,Martin has [NUM] boxes of crayons . Each box holds [NUM] crayons . How many crayons does Martin have ?,How many crayons does Martin have ?,8.0 7.0,n0 * n1,56,
If Anne wandered for 3.0 hours at 2.0 miles per hour . How far did Anne go ?,If Anne wandered for [NUM] hours at [NUM] miles per hour . How far did Anne go ?,How far did Anne go ?,3.0 2.0,n0 * n1,6,
"The Richmond Tigers sold a total of 9570.0 tickets last season . If they sold 3867.0 tickets in the first half of the season , how many tickets did they sell in the second half ?","The Richmond Tigers sold a total of [NUM] tickets last season . If they sold [NUM] tickets in the first half of the season , how many tickets did they sell in the second half ?",how many tickets did they sell in the second half ?,9570.0 3867.0,n0 - n1,5703,
"At the town carnival Billy rode the ferris wheel 7.0 times and the bumper cars 3.0 times . If each ride cost 5.0 tickets , how many tickets did he use ?","At the town carnival Billy rode the ferris wheel [NUM] times and the bumper cars [NUM] times . If each ride cost [NUM] tickets , how many tickets did he use ?",how many tickets did he use ?,7.0 3.0 5.0,n2 * ( n0 + n1 ),50,
"Joan found 79.0 seashells on the beach , she gave Mike 63.0 of the seashells . How many seashells does she now have ?","Joan found [NUM] seashells on the beach , she gave Mike [NUM] of the seashells . How many seashells does she now have ?",How many seashells does she now have ?,79.0 63.0,n0 - n1,16,
Kelly has 50.0 Nintendo games . How many does she need to give away so that she will have 35.0 games left ?,Kelly has [NUM] Nintendo games . How many does she need to give away so that she will have [NUM] games left ?,How many does she need to give away so that she will have [NUM] games left ?,50.0 35.0,n0 - n1,15,
"Mike had 15.0 video games but 9.0 of them were n't working . If he wanted to sell the working games for $ 5.0 each , how much money could he earn ?","Mike had [NUM] video games but [NUM] of them were n't working . If he wanted to sell the working games for $ [NUM] each , how much money could he earn ?",how much money could he earn ?,15.0 9.0 5.0,n2 * ( n0 - n1 ),30,
"Jesse has 21.0 bananas . If he shares them among 3.0 friends , how many bananas does each friend get ?","Jesse has [NUM] bananas . If he shares them among [NUM] friends , how many bananas does each friend get ?",how many bananas does each friend get ?,21.0 3.0,n0 / n1,7,
"Rachel bought 7.0 new chairs and 3.0 new tables for her house . If she spent 4.0 minutes on each piece furniture putting it together , how many minutes did it take her to finish ?","Rachel bought [NUM] new chairs and [NUM] new tables for her house . If she spent [NUM] minutes on each piece furniture putting it together , how many minutes did it take her to finish ?",how many minutes did it take her to finish ?,7.0 3.0 4.0,n2 * ( n0 + n1 ),40,
"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ?","Mike joined his school 's band . He bought a trumpet for $ [NUM] , and a song book which was $ [NUM] . How much did Mike spend at the music store ?",How much did Mike spend at the music store ?,145.16 5.84,n0 + n1,151,
Lewis saved checking on the grapevines for his last stop . He was told by one of the pickers that they fill 324.0 drums of grapes per day . How many drums of grapes would be filled in 9.0 days ?,Lewis saved checking on the grapevines for his last stop . He was told by one of the pickers that they fill [NUM] drums of grapes per day . How many drums of grapes would be filled in [NUM] days ?,How many drums of grapes would be filled in [NUM] days ?,324.0 9.0,n0 * n1,2916,
"If Teresa jogged 25.0 kilometers at 5.0 kilometers per hour , how long was Teresa jogging ?","If Teresa jogged [NUM] kilometers at [NUM] kilometers per hour , how long was Teresa jogging ?",how long was Teresa jogging ?,25.0 5.0,n0 / n1,5,
Megan has 19.0 seashells . How many more seashells does she need to find to have 25.0 seashells in her collection ?,Megan has [NUM] seashells . How many more seashells does she need to find to have [NUM] seashells in her collection ?,How many more seashells does she need to find to have [NUM] seashells in her collection ?,19.0 25.0,n1 - n0,6,
Sue ’ s family went on vacation . Her mom drove the car at 60.0 mph . They camped at a campground after traveling for 5.0 hours . How far was the campground from their home ?,Sue ’ s family went on vacation . Her mom drove the car at [NUM] mph . They camped at a campground after traveling for [NUM] hours . How far was the campground from their home ?,How far was the campground from their home ?,60.0 5.0,n0 * n1,300,
Joan has 8.0 orange balloons but lost 2.0 of them . How many orange balloons does Joan have now ?,Joan has [NUM] orange balloons but lost [NUM] of them . How many orange balloons does Joan have now ?,How many orange balloons does Joan have now ?,8.0 2.0,n0 - n1,6,
"Heather went to the county fair last weekend . When she got there , she had to walk 0.3333333333333333 mile from the car to the entrance . Then she walked 0.3333333333333333 mile to the carnival rides and 0.08333333333333333 mile from the carnival rides back to the car . How many miles did Heather walk in all ?","Heather went to the county fair last weekend . When she got there , she had to walk [NUM] mile from the car to the entrance . Then she walked [NUM] mile to the carnival rides and [NUM] mile from the carnival rides back to the car . How many miles did Heather walk in all ?",How many miles did Heather walk in all ?,0.3333333333333333 0.3333333333333333 0.08333333333333333,( n0 + n1 ) + n2,0.74999999999999993,
Craig starts with 5.0 Skittles . 2.0 are eaten by a hippopotamus . How many Skittles does Craig end with ?,Craig starts with [NUM] Skittles . [NUM] are eaten by a hippopotamus . How many Skittles does Craig end with ?,How many Skittles does Craig end with ?,5.0 2.0,n0 - n1,3,
The schools debate team had 5.0 boys and 40.0 girls on it . If they were split into groups of 9.0 how many groups could they make ?,The schools debate team had [NUM] boys and [NUM] girls on it . If they were split into groups of [NUM] how many groups could they make ?,how many groups could they make ?,5.0 40.0 9.0,( n0 + n1 ) / n2,5,
Isabel bought 900.0 pieces of paper . She used 156.0 pieces of the paper . How many pieces of paper does she have left ?,Isabel bought [NUM] pieces of paper . She used [NUM] pieces of the paper . How many pieces of paper does she have left ?,How many pieces of paper does she have left ?,900.0 156.0,n0 - n1,744,
A pet store had 36.0 siamese cats and 18.0 house cats . During a sale they sold 26.0 cats . How many cats do they have left ?,A pet store had [NUM] siamese cats and [NUM] house cats . During a sale they sold [NUM] cats . How many cats do they have left ?,How many cats do they have left ?,36.0 18.0 26.0,( n0 + n1 ) - n2,28,
Mary has 9.0 yellow marbles Joan has 3.0 yellow marbles . How many yellow marbles do they have in all ?,Mary has [NUM] yellow marbles Joan has [NUM] yellow marbles . How many yellow marbles do they have in all ?,How many yellow marbles do they have in all ?,9.0 3.0,n0 + n1,12,
"A bee colony produced 0.36 pounds of honey , but bears ate 0.05 pounds of it . How much honey remains ?","A bee colony produced [NUM] pounds of honey , but bears ate [NUM] pounds of it . How much honey remains ?",How much honey remains ?,0.36 0.05,n0 - n1,0.31,
Aaron starts with 81.0 erasers . He gives 34.0 to Doris . How many erasers does Aaron end with ?,Aaron starts with [NUM] erasers . He gives [NUM] to Doris . How many erasers does Aaron end with ?,How many erasers does Aaron end with ?,81.0 34.0,n0 - n1,47,
Sara picked 45.0 pears and Sally picked 11.0 pears from the pear tree . How many pears were picked in total ?,Sara picked [NUM] pears and Sally picked [NUM] pears from the pear tree . How many pears were picked in total ?,How many pears were picked in total ?,45.0 11.0,n0 + n1,56,
There are 9.0 pencils and 4.0 rulers in the drawer . Sally took 4.0 pencils out of the drawer . How many pencils are there now ?,There are [NUM] pencils and [NUM] rulers in the drawer . Sally took [NUM] pencils out of the drawer . How many pencils are there now ?,How many pencils are there now ?,9.0 4.0 4.0,n0 - n1,5,
"Benny received 79.0 dollars and 9.0 movie tickets for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had 32.0 dollars over , how much did he spent on the baseball gear ?","Benny received [NUM] dollars and [NUM] movie tickets for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had [NUM] dollars over , how much did he spent on the baseball gear ?",how much did he spent on the baseball gear ?,79.0 9.0 32.0,n0 - n2,47,
Fred has 5.0 baseball cards . Melanie bought 3.0 of Fred 's baseball cards . How many baseball cards does Fred have now ?,Fred has [NUM] baseball cards . Melanie bought [NUM] of Fred 's baseball cards . How many baseball cards does Fred have now ?,How many baseball cards does Fred have now ?,5.0 3.0,n0 - n1,2,
"Before December , customers buy 1346.0 ear muffs from the mall . During December , they buy 6444.0 more , and there are none left . In all , how many ear muffs do the customers buy ?","Before December , customers buy [NUM] ear muffs from the mall . During December , they buy [NUM] more , and there are none left . In all , how many ear muffs do the customers buy ?",how many ear muffs do the customers buy ?,1346.0 6444.0,n0 + n1,7790,
"On Friday , 1250.0 people visited the zoo . 3.0 times as many people visited on Saturday than on Friday . How many people visited the zoo on Saturday ?","On Friday , [NUM] people visited the zoo . [NUM] times as many people visited on Saturday than on Friday . How many people visited the zoo on Saturday ?",How many people visited the zoo on Saturday ?,1250.0 3.0,n0 * n1,3750,
There are 41.0 pencils in the drawer . Mike placed 30.0 more pencils in the drawer . How many pencils are now there in total ?,There are [NUM] pencils in the drawer . Mike placed [NUM] more pencils in the drawer . How many pencils are now there in total ?,How many pencils are now there in total ?,41.0 30.0,n0 + n1,71,
Andrew starts with 8.0 eggs . He buys 62.0 more . How many eggs does Andrew end with ?,Andrew starts with [NUM] eggs . He buys [NUM] more . How many eggs does Andrew end with ?,How many eggs does Andrew end with ?,8.0 62.0,n0 + n1,70,
"Billy was organizing his baseball cards in a binder with 5.0 on each page . If he had 3.0 new cards and 42.0 old cards to put in the binder , how many pages would he use ?","Billy was organizing his baseball cards in a binder with [NUM] on each page . If he had [NUM] new cards and [NUM] old cards to put in the binder , how many pages would he use ?",how many pages would he use ?,5.0 3.0 42.0,( n1 + n2 ) / n0,9,
"My car gets 20.0 miles per gallon of gas . If Grandma ’ s house is 100.0 miles away , how many gallons of gas would it take to get to her house ?","My car gets [NUM] miles per gallon of gas . If Grandma ’ s house is [NUM] miles away , how many gallons of gas would it take to get to her house ?",how many gallons of gas would it take to get to her house ?,20.0 100.0,n1 / n0,5,
Your class is having a pizza party . You buy 5.0 pizzas . Each pizza has 4.0 slices . How many slices is that altogether ?,Your class is having a pizza party . You buy [NUM] pizzas . Each pizza has [NUM] slices . How many slices is that altogether ?,How many slices is that altogether ?,5.0 4.0,n0 * n1,20,
"A waiter at ' The Greasy Spoon ' restaurant had 29.0 customers to wait on . During the lunch rush he added another 20.0 customers . If 34.0 of the customers did n't leave him a tip , how many customers did leave a tip ?","A waiter at ' The Greasy Spoon ' restaurant had [NUM] customers to wait on . During the lunch rush he added another [NUM] customers . If [NUM] of the customers did n't leave him a tip , how many customers did leave a tip ?",how many customers did leave a tip ?,29.0 20.0 34.0,( n0 + n1 ) - n2,15,
Lillian collects 88.0 candies . Lillian 's father gives Lillian 5.0 more . How many candies does Lillian have ?,Lillian collects [NUM] candies . Lillian 's father gives Lillian [NUM] more . How many candies does Lillian have ?,How many candies does Lillian have ?,88.0 5.0,n0 + n1,93,
"Ashley sold 12.0 boxes of Samoas . How many cases of 12.0 boxes , plus extra boxes does Ashley need ?","Ashley sold [NUM] boxes of Samoas . How many cases of [NUM] boxes , plus extra boxes does Ashley need ?","How many cases of [NUM] boxes , plus extra boxes does Ashley need ?",12.0 12.0,n0 / n1,1,
It rained 0.2 inches on Saturday and 0.4 inches on Sunday . How much did it rain on Saturday and Sunday combined ?,It rained [NUM] inches on Saturday and [NUM] inches on Sunday . How much did it rain on Saturday and Sunday combined ?,How much did it rain on Saturday and Sunday combined ?,0.2 0.4,n0 + n1,0.6,
"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ?","Mike joined his school 's band . He bought a trumpet for $ [NUM] , and a song book which was $ [NUM] . How much did Mike spend at the music store ?",How much did Mike spend at the music store ?,145.16 5.84,n0 + n1,151,
Anthony has 9.0 pencils . Kathryn gives Anthony 56.0 more . How many pencils does Anthony have in all ?,Anthony has [NUM] pencils . Kathryn gives Anthony [NUM] more . How many pencils does Anthony have in all ?,How many pencils does Anthony have in all ?,9.0 56.0,n0 + n1,65,
"A florist had 37.0 roses . If she sold 16.0 of them and then later picked 19.0 more , how many roses would she have ?","A florist had [NUM] roses . If she sold [NUM] of them and then later picked [NUM] more , how many roses would she have ?",how many roses would she have ?,37.0 16.0 19.0,( n0 + n2 ) - n1,40,
