Text,Problem,Question,Numbers,Equation,Answer
david did 56 more push-ups than zachary in gym class today . if david did 38 push-ups how many push-ups did zachary do ?,david did [NUM] more push-ups than zachary in gym class today . if david did [NUM] push-ups how many push-ups did zachary do ?,how many push-ups did zachary do ?,56 38,( n1 + n1 ) - n0,20
david did 40 more push-ups but 17 less crunches than zachary in gym class today . if zachary did 34 push-ups and 62 crunches how many more push-ups than crunches did zachary do ?,david did [NUM] more push-ups but [NUM] less crunches than zachary in gym class today . if zachary did [NUM] push-ups and [NUM] crunches how many more push-ups than crunches did zachary do ?,how many more push-ups than crunches did zachary do ?,40 17 34 62,n3 - n1,45
david did 40 more push-ups but 17 less crunches than zachary in gym class today . if zachary did 34 push-ups and 62 crunches how many more crunches than push-ups did zachary do ?,david did [NUM] more push-ups but [NUM] less crunches than zachary in gym class today . if zachary did [NUM] push-ups and [NUM] crunches how many more crunches than push-ups did zachary do ?,how many more crunches than push-ups did zachary do ?,40 17 34 62,n3 - n1,45
rachel had to complete 5 pages of math homework and 2 pages of reading homework . how many more pages of reading homework than math homework did she have ?,rachel had to complete [NUM] pages of math homework and [NUM] pages of reading homework . how many more pages of reading homework than math homework did she have ?,how many more pages of reading homework than math homework did she have ?,5 2,n0 - n1,3
rachel had to complete 7 pages of math homework . if she had to complete 4 more pages of math homework than reading homework how many pages did she have to complete in all ?,rachel had to complete [NUM] pages of math homework . if she had to complete [NUM] more pages of math homework than reading homework how many pages did she have to complete in all ?,how many pages did she have to complete in all ?,7 4,n0 - n1,3
rachel had to complete 10 pages of math homework . if she had to complete 3 more pages of reading homework than math homework how many pages of reading homework did she have to complete ?,rachel had to complete [NUM] pages of math homework . if she had to complete [NUM] more pages of reading homework than math homework how many pages of reading homework did she have to complete ?,how many pages of reading homework did she have to complete ?,10 3,( n0 + n0 ) + n1,23
rachel had to complete 5 pages of math homework 10 pages of reading homework and 6 more pages of biology homework . how many pages did she have to complete in all ?,rachel had to complete [NUM] pages of math homework [NUM] pages of reading homework and [NUM] more pages of biology homework . how many pages did she have to complete in all ?,how many pages did she have to complete in all ?,5 10 6,n1 + n2,16
rachel had to complete 5 pages of math homework 10 pages of reading homework and 6 more pages of biology homework . how many more pages of math homework than reading homework did she have ?,rachel had to complete [NUM] pages of math homework [NUM] pages of reading homework and [NUM] more pages of biology homework . how many more pages of math homework than reading homework did she have ?,how many more pages of math homework than reading homework did she have ?,5 10 6,n1 + n2,16
rachel had to complete 5 pages of math homework 10 pages of reading homework and 6 more pages of biology homework . how many more pages of math homework than biology homework did she have ?,rachel had to complete [NUM] pages of math homework [NUM] pages of reading homework and [NUM] more pages of biology homework . how many more pages of math homework than biology homework did she have ?,how many more pages of math homework than biology homework did she have ?,5 10 6,n1 + n2,16
rachel had to complete 5 pages of math homework 10 pages of reading homework and 6 more pages of biology homework . how many more pages of reading homework than biology homework did she have ?,rachel had to complete [NUM] pages of math homework [NUM] pages of reading homework and [NUM] more pages of biology homework . how many more pages of reading homework than biology homework did she have ?,how many more pages of reading homework than biology homework did she have ?,5 10 6,n1 + n2,16
rachel had to complete 5 pages of math homework 10 pages of reading homework and 6 more pages of biology homework . how many pages of math and reading homework did she have to complete ?,rachel had to complete [NUM] pages of math homework [NUM] pages of reading homework and [NUM] more pages of biology homework . how many pages of math and reading homework did she have to complete ?,how many pages of math and reading homework did she have to complete ?,5 10 6,n1 + n2,16
rachel had to complete 5 pages of math homework 10 pages of reading homework and 6 more pages of biology homework . how many pages of math and biology homework did she have to complete ?,rachel had to complete [NUM] pages of math homework [NUM] pages of reading homework and [NUM] more pages of biology homework . how many pages of math and biology homework did she have to complete ?,how many pages of math and biology homework did she have to complete ?,5 10 6,n1 + n2,16
jack received 6 emails in the morning and 2 emails in the afternoon . how many more emails did jack receive in the afternoon than in the morning ?,jack received [NUM] emails in the morning and [NUM] emails in the afternoon . how many more emails did jack receive in the afternoon than in the morning ?,how many more emails did jack receive in the afternoon than in the morning ?,6 2,n0 - n1,4
jack received 6 emails in the morning 3 emails in the afternoon and 5 emails in the evening . how many emails did jack receive in the morning and afternoon ?,jack received [NUM] emails in the morning [NUM] emails in the afternoon and [NUM] emails in the evening . how many emails did jack receive in the morning and afternoon ?,how many emails did jack receive in the morning and afternoon ?,6 3 5,( n0 + n1 ) + n2,14
jack received 6 emails in the morning 3 emails in the afternoon and 5 emails in the evening . how many emails did jack receive in the afternoon and evening ?,jack received [NUM] emails in the morning [NUM] emails in the afternoon and [NUM] emails in the evening . how many emails did jack receive in the afternoon and evening ?,how many emails did jack receive in the afternoon and evening ?,6 3 5,( n0 + n1 ) + n2,14
jack received 6 emails in the morning 3 emails in the afternoon and 5 emails in the evening . how many emails did jack receive in the morning and evening ?,jack received [NUM] emails in the morning [NUM] emails in the afternoon and [NUM] emails in the evening . how many emails did jack receive in the morning and evening ?,how many emails did jack receive in the morning and evening ?,6 3 5,( n0 + n1 ) + n2,14
jack received 6 emails in the morning 3 emails in the afternoon and 5 emails in the evening . how many more emails did jack receive in the morning than in the afternoon ?,jack received [NUM] emails in the morning [NUM] emails in the afternoon and [NUM] emails in the evening . how many more emails did jack receive in the morning than in the afternoon ?,how many more emails did jack receive in the morning than in the afternoon ?,6 3 5,( n0 + n1 ) + n2,14
jack received 6 emails in the morning 3 emails in the afternoon and 5 emails in the evening . how many more emails did jack receive in the morning than in the evening ?,jack received [NUM] emails in the morning [NUM] emails in the afternoon and [NUM] emails in the evening . how many more emails did jack receive in the morning than in the evening ?,how many more emails did jack receive in the morning than in the evening ?,6 3 5,( n0 + n1 ) + n2,14
jack received 6 emails in the morning 3 emails in the afternoon and 5 emails in the evening . how many more emails did jack receive in the afternoon than in the evening ?,jack received [NUM] emails in the morning [NUM] emails in the afternoon and [NUM] emails in the evening . how many more emails did jack receive in the afternoon than in the evening ?,how many more emails did jack receive in the afternoon than in the evening ?,6 3 5,( n0 + n1 ) + n2,14
jack received 3 emails and 64 letters in the morning . he then received 5 emails and 54 letters in the afternoon . how many letters did jack receive in the day ?,jack received [NUM] emails and [NUM] letters in the morning . he then received [NUM] emails and [NUM] letters in the afternoon . how many letters did jack receive in the day ?,how many letters did jack receive in the day ?,3 64 5 54,n0 + n2,8
jack received 3 emails and 64 letters in the morning . he then received 5 emails and 54 letters in the afternoon . how many more emails did jack receive in the morning than in the afternoon ?,jack received [NUM] emails and [NUM] letters in the morning . he then received [NUM] emails and [NUM] letters in the afternoon . how many more emails did jack receive in the morning than in the afternoon ?,how many more emails did jack receive in the morning than in the afternoon ?,3 64 5 54,n0 + n2,8
jack received 3 emails and 64 letters in the morning . he then received 5 emails and 54 letters in the afternoon . how many more letters did jack receive in the morning than in the afternoon ?,jack received [NUM] emails and [NUM] letters in the morning . he then received [NUM] emails and [NUM] letters in the afternoon . how many more letters did jack receive in the morning than in the afternoon ?,how many more letters did jack receive in the morning than in the afternoon ?,3 64 5 54,n0 + n2,8
jack received 6 emails and sent 91 letters in the morning . he then received 2 emails and sent 74 letters in the afternoon . how many emails did jack send in the day ?,jack received [NUM] emails and sent [NUM] letters in the morning . he then received [NUM] emails and sent [NUM] letters in the afternoon . how many emails did jack send in the day ?,how many emails did jack send in the day ?,6 91 2 74,n0 + n2,8
the grasshopper and the frog had a jumping contest . the grasshopper jumped 9 inches and the frog jumped 12 inches . how much did they jump altogether ?,the grasshopper and the frog had a jumping contest . the grasshopper jumped [NUM] inches and the frog jumped [NUM] inches . how much did they jump altogether ?,how much did they jump altogether ?,9 12,n1 - n0,3
the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped 36 inches . the frog jumped 17 inches farther than the grasshopper and the mouse jumped 15 inches farther than the frog . how far did the mouse jump ?,the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped [NUM] inches . the frog jumped [NUM] inches farther than the grasshopper and the mouse jumped [NUM] inches farther than the frog . how far did the mouse jump ?,how far did the mouse jump ?,36 17 15,n0 + n1,53
the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped 36 inches . the frog jumped 17 inches farther than the grasshopper and the mouse jumped 15 inches farther than the frog . how much farther did the mouse jump than the grasshopper ?,the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped [NUM] inches . the frog jumped [NUM] inches farther than the grasshopper and the mouse jumped [NUM] inches farther than the frog . how much farther did the mouse jump than the grasshopper ?,how much farther did the mouse jump than the grasshopper ?,36 17 15,n0 + n1,53
the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped 19 inches . the frog jumped 39 inches farther than the grasshopper and the mouse jumped 94 inches lesser than the frog . how far did the mouse jump ?,the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped [NUM] inches . the frog jumped [NUM] inches farther than the grasshopper and the mouse jumped [NUM] inches lesser than the frog . how far did the mouse jump ?,how far did the mouse jump ?,19 39 94,n0 + n1,58
the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped 19 inches . the frog jumped 39 inches farther than the grasshopper and the mouse jumped 94 inches lesser than the frog . how much farther did the mouse jump than the grasshopper ?,the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped [NUM] inches . the frog jumped [NUM] inches farther than the grasshopper and the mouse jumped [NUM] inches lesser than the frog . how much farther did the mouse jump than the grasshopper ?,how much farther did the mouse jump than the grasshopper ?,19 39 94,n0 + n1,58
the grasshopper and the frog had a jumping contest . the grasshopper jumped 35 inches . the grasshopper jumped 4 inches farther than the grasshopper . how far did the frog jump ?,the grasshopper and the frog had a jumping contest . the grasshopper jumped [NUM] inches . the grasshopper jumped [NUM] inches farther than the grasshopper . how far did the frog jump ?,how far did the frog jump ?,35 4,( n0 + n0 ) - n1,66
the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped 19 inches . the grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog . how far did the mouse jump ?,the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped [NUM] inches . the grasshopper jumped [NUM] inches farther than the frog and the mouse jumped [NUM] inches lesser than the frog . how far did the mouse jump ?,how far did the mouse jump ?,19 4 44,n0 - n1,15
the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped 19 inches . the grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog . how much farther did the grasshopper jump than the mouse ?,the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped [NUM] inches . the grasshopper jumped [NUM] inches farther than the frog and the mouse jumped [NUM] inches lesser than the frog . how much farther did the grasshopper jump than the mouse ?,how much farther did the grasshopper jump than the mouse ?,19 4 44,n0 - n1,15
the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped 9 inches . the mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper . how much farther did the mouse jump than the grasshopper ?,the grasshopper the frog and the mouse had a jumping contest . the grasshopper jumped [NUM] inches . the mouse jumped [NUM] inches lesser than the frog who jumped [NUM] inches farther than the grasshopper . how much farther did the mouse jump than the grasshopper ?,how much farther did the mouse jump than the grasshopper ?,9 3 33,( n0 + n2 ) - n1,39
mary is baking a cake . the recipe calls for 14 cups of flour and 6 cups of sugar . she already put in 5 cups of flour . how many more cups of sugar than cups of flour does she need to add now ?,mary is baking a cake . the recipe calls for [NUM] cups of flour and [NUM] cups of sugar . she already put in [NUM] cups of flour . how many more cups of sugar than cups of flour does she need to add now ?,how many more cups of sugar than cups of flour does she need to add now ?,14 6 5,( n0 - n2 ) - n1,3
mary is baking a cake . the recipe calls for 11 cups of flour and 7 cups of sugar . she already put in some cups of flour . if she still needs 2 more cups of flour than sugar how many more cups of flour does she need to add ?,mary is baking a cake . the recipe calls for [NUM] cups of flour and [NUM] cups of sugar . she already put in some cups of flour . if she still needs [NUM] more cups of flour than sugar how many more cups of flour does she need to add ?,how many more cups of flour does she need to add ?,11 7 2,( n0 - n1 ) - n2,2
mary is baking a cake . the recipe calls for 9 cups of flour and 5 cups of sugar . she already put in 3 cups of flour and 62 cups of sugar . how many more cups of sugar does she need to add ?,mary is baking a cake . the recipe calls for [NUM] cups of flour and [NUM] cups of sugar . she already put in [NUM] cups of flour and [NUM] cups of sugar . how many more cups of sugar does she need to add ?,how many more cups of sugar does she need to add ?,9 5 3 62,n0 - n2,6
mary is baking a cake . the recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt . she already put in 7 cups of flour . how many more cups of flour does she need to add ?,mary is baking a cake . the recipe calls for [NUM] cups of flour [NUM] cups of sugar and [NUM] cups of salt . she already put in [NUM] cups of flour . how many more cups of flour does she need to add ?,how many more cups of flour does she need to add ?,10 2 80 7,( n0 - n3 ) - n1,1
mary is baking a cake . the recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt . she already put in 7 cups of flour . how many more cups of flour than cups of salt does she need to add now ?,mary is baking a cake . the recipe calls for [NUM] cups of flour [NUM] cups of sugar and [NUM] cups of salt . she already put in [NUM] cups of flour . how many more cups of flour than cups of salt does she need to add now ?,how many more cups of flour than cups of salt does she need to add now ?,10 2 80 7,( n0 - n3 ) - n1,1
mary is baking a cake . the recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt . she already put in 7 cups of flour . how many more cups of sugar than cups of salt does she need to add now ?,mary is baking a cake . the recipe calls for [NUM] cups of flour [NUM] cups of sugar and [NUM] cups of salt . she already put in [NUM] cups of flour . how many more cups of sugar than cups of salt does she need to add now ?,how many more cups of sugar than cups of salt does she need to add now ?,10 2 80 7,( n0 - n3 ) - n1,1
mary is baking a cake . the recipe calls for 12 cups of flour and 13 cups of sugar . she already put in 2 cups of sugar . how many more cups of flour than cups of sugar does she need to add now ?,mary is baking a cake . the recipe calls for [NUM] cups of flour and [NUM] cups of sugar . she already put in [NUM] cups of sugar . how many more cups of flour than cups of sugar does she need to add now ?,how many more cups of flour than cups of sugar does she need to add now ?,12 13 2,n1 - n2,11
mary is baking a cake . the recipe calls for 5 cups of sugar and 14 cups of flour . she already put in 11 cups of flour . how many more cups of flour than cups of sugar does she need to add now ?,mary is baking a cake . the recipe calls for [NUM] cups of sugar and [NUM] cups of flour . she already put in [NUM] cups of flour . how many more cups of flour than cups of sugar does she need to add now ?,how many more cups of flour than cups of sugar does she need to add now ?,5 14 11,n0 - ( n1 - n2 ),2
mary is baking a cake . the recipe calls for 11 cups of sugar and 9 cups of flour . she already put in 12 cups of flour and 10 cups of sugar . how many more cups of flour does she need to add ?,mary is baking a cake . the recipe calls for [NUM] cups of sugar and [NUM] cups of flour . she already put in [NUM] cups of flour and [NUM] cups of sugar . how many more cups of flour does she need to add ?,how many more cups of flour does she need to add ?,11 9 12 10,n0 - n3,1
mary is baking a cake . the recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt . she already put in 4 cups of flour . how many more cups of flour does she need to add ?,mary is baking a cake . the recipe calls for [NUM] cups of sugar [NUM] cups of flour and [NUM] cups of salt . she already put in [NUM] cups of flour . how many more cups of flour does she need to add ?,how many more cups of flour does she need to add ?,9 14 40 4,( n1 - n3 ) - n0,1
mary is baking a cake . the recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt . she already put in 4 cups of flour . how many more cups of flour than cups of salt does she need to add now ?,mary is baking a cake . the recipe calls for [NUM] cups of sugar [NUM] cups of flour and [NUM] cups of salt . she already put in [NUM] cups of flour . how many more cups of flour than cups of salt does she need to add now ?,how many more cups of flour than cups of salt does she need to add now ?,9 14 40 4,( n1 - n3 ) - n0,1
mary is baking a cake . the recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt . she already put in 4 cups of flour . how many more cups of sugar than cups of salt does she need to add now ?,mary is baking a cake . the recipe calls for [NUM] cups of sugar [NUM] cups of flour and [NUM] cups of salt . she already put in [NUM] cups of flour . how many more cups of sugar than cups of salt does she need to add now ?,how many more cups of sugar than cups of salt does she need to add now ?,9 14 40 4,( n1 - n3 ) - n0,1
mary is baking a cake . the recipe calls for 12 cups of sugar and 14 cups of flour . she already put in 10 cups of sugar . how many more cups of sugar does she need to add ?,mary is baking a cake . the recipe calls for [NUM] cups of sugar and [NUM] cups of flour . she already put in [NUM] cups of sugar . how many more cups of sugar does she need to add ?,how many more cups of sugar does she need to add ?,12 14 10,n1 - ( n0 - n2 ),12
winter is almost here and most animals are migrating to warmer countries . there are 19 bird families living near the mountain . if 60 bird families flew away for winter how many more bird families stayed behind than those that flew away for the winter ?,winter is almost here and most animals are migrating to warmer countries . there are [NUM] bird families living near the mountain . if [NUM] bird families flew away for winter how many more bird families stayed behind than those that flew away for the winter ?,how many more bird families stayed behind than those that flew away for the winter ?,19 60,n1 - ( n0 - n1 ),101
winter is almost here and most animals are migrating to warmer countries . there are 18 bird families living near the mountain . if 38 bird families flew away to africa and 80 bird families flew away to asia how many bird families were left near the mountain ?,winter is almost here and most animals are migrating to warmer countries . there are [NUM] bird families living near the mountain . if [NUM] bird families flew away to africa and [NUM] bird families flew away to asia how many bird families were left near the mountain ?,how many bird families were left near the mountain ?,18 38 80,n1 + n2,118
winter is almost here and most animals are migrating to warmer countries . there are 18 bird families living near the mountain . if 38 bird families flew away to africa and 80 bird families flew away to asia how many more bird families flew away to africa than those that flew away to asia ?,winter is almost here and most animals are migrating to warmer countries . there are [NUM] bird families living near the mountain . if [NUM] bird families flew away to africa and [NUM] bird families flew away to asia how many more bird families flew away to africa than those that flew away to asia ?,how many more bird families flew away to africa than those that flew away to asia ?,18 38 80,n1 + n2,118
winter is almost here and most animals are migrating to warmer countries . there are 18 bird families living near the mountain . if 38 bird families flew away to africa and 80 bird families flew away to asia how many more bird families flew away to asia than those that flew away to africa ?,winter is almost here and most animals are migrating to warmer countries . there are [NUM] bird families living near the mountain . if [NUM] bird families flew away to africa and [NUM] bird families flew away to asia how many more bird families flew away to asia than those that flew away to africa ?,how many more bird families flew away to asia than those that flew away to africa ?,18 38 80,n1 + n2,118
winter is almost here and most animals are migrating to warmer countries . 86 bird families flew away for the winter from near a mountain . if there were 45 bird families living near the mountain initially how many bird families were left near the mountain ?,winter is almost here and most animals are migrating to warmer countries . [NUM] bird families flew away for the winter from near a mountain . if there were [NUM] bird families living near the mountain initially how many bird families were left near the mountain ?,how many bird families were left near the mountain ?,86 45,n0 - ( n1 - n0 ),127
paul got a box of 65 crayons for his birthday . during the school year he gave 213 crayons to his friends while he lost 16 crayons . how many crayons did he have left ?,paul got a box of [NUM] crayons for his birthday . during the school year he gave [NUM] crayons to his friends while he lost [NUM] crayons . how many crayons did he have left ?,how many crayons did he have left ?,65 213 16,n1 + n2,229
paul got a box of 65 crayons for his birthday . during the school year he gave 213 crayons to his friends while he lost 16 crayons . how many more crayons did he give to his friends than those he lost ?,paul got a box of [NUM] crayons for his birthday . during the school year he gave [NUM] crayons to his friends while he lost [NUM] crayons . how many more crayons did he give to his friends than those he lost ?,how many more crayons did he give to his friends than those he lost ?,65 213 16,n1 + n2,229
paul got a box of 65 crayons for his birthday . during the school year he gave 213 crayons to his friends while he lost 16 crayons . how many more crayons did he lose than those he gave to his friends ?,paul got a box of [NUM] crayons for his birthday . during the school year he gave [NUM] crayons to his friends while he lost [NUM] crayons . how many more crayons did he lose than those he gave to his friends ?,how many more crayons did he lose than those he gave to his friends ?,65 213 16,n1 + n2,229
paul got a box of some crayons for his birthday . during the school year he gave 52 crayons to his friends while he lost 535 crayons . if he only had 492 crayons left how many crayons did he get for his birthday ?,paul got a box of some crayons for his birthday . during the school year he gave [NUM] crayons to his friends while he lost [NUM] crayons . if he only had [NUM] crayons left how many crayons did he get for his birthday ?,how many crayons did he get for his birthday ?,52 535 492,n0 + n1,587
paul got a box of 601 crayons and 406 erasers for his birthday . at the end of the school year he only had 336 left while not having lost a single erasers . how many crayons had been lost or given away ?,paul got a box of [NUM] crayons and [NUM] erasers for his birthday . at the end of the school year he only had [NUM] left while not having lost a single erasers . how many crayons had been lost or given away ?,how many crayons had been lost or given away ?,601 406 336,n1 - n2,70
paul got a box of 601 crayons and 406 erasers for his birthday . at the end of the school year he only had 336 left while not having lost a single erasers . how many more crayons than erasers did he have left ?,paul got a box of [NUM] crayons and [NUM] erasers for his birthday . at the end of the school year he only had [NUM] left while not having lost a single erasers . how many more crayons than erasers did he have left ?,how many more crayons than erasers did he have left ?,601 406 336,n1 - n2,70
a waiter had 11 customers . after some left he still had 3 customers . how many more customers stayed behind than those that left ?,a waiter had [NUM] customers . after some left he still had [NUM] customers . how many more customers stayed behind than those that left ?,how many more customers stayed behind than those that left ?,11 3,( n0 - n1 ) - n1,5
a waiter had 8 customers . after some left he still had 5 customers . then he got 99 new customers how many customers does he have now ?,a waiter had [NUM] customers . after some left he still had [NUM] customers . then he got [NUM] new customers how many customers does he have now ?,how many customers does he have now ?,8 5 99,n0 - n1,3
dan has $ 3 . he bought 2 candy bar for $ 4 each one costing the same amount of money . how much money is left ?,dan has $ [NUM] . he bought [NUM] candy bar for $ [NUM] each one costing the same amount of money . how much money is left ?,how much money is left ?,3 2 4,n2 / n1,2
dan has $ 7 . he bought a candy bar for $ 2 and a chocolate for $ 3 . how much money did he spend buying the candy bar and chocolate ?,dan has $ [NUM] . he bought a candy bar for $ [NUM] and a chocolate for $ [NUM] . how much money did he spend buying the candy bar and chocolate ?,how much money did he spend buying the candy bar and chocolate ?,7 2 3,n0 - ( n1 + n2 ),2
dan has $ 7 . he bought a candy bar for $ 2 and a chocolate for $ 3 . how much money did he spend to buy candy bar than he did to buy chocolate ?,dan has $ [NUM] . he bought a candy bar for $ [NUM] and a chocolate for $ [NUM] . how much money did he spend to buy candy bar than he did to buy chocolate ?,how much money did he spend to buy candy bar than he did to buy chocolate ?,7 2 3,n0 - ( n1 + n2 ),2
dan has $ 7 . he bought a candy bar for $ 2 and a chocolate for $ 3 . how much money did he spend to buy chocolate than he did to buy candy bar ?,dan has $ [NUM] . he bought a candy bar for $ [NUM] and a chocolate for $ [NUM] . how much money did he spend to buy chocolate than he did to buy candy bar ?,how much money did he spend to buy chocolate than he did to buy candy bar ?,7 2 3,n0 - ( n1 + n2 ),2
dan has $ 4 . for a total of $ 3 he bought 10 candy bar each one costing the same amount of money . how much did each candy bar cost ?,dan has $ [NUM] . for a total of $ [NUM] he bought [NUM] candy bar each one costing the same amount of money . how much did each candy bar cost ?,how much did each candy bar cost ?,4 3 10,n0 - n1,1
dan has $ 4 . he bought a chocolate for $ 7 and a candy bar for $ 2 . how much money did he spend to buy candy bar than he did to buy chocolate ?,dan has $ [NUM] . he bought a chocolate for $ [NUM] and a candy bar for $ [NUM] . how much money did he spend to buy candy bar than he did to buy chocolate ?,how much money did he spend to buy candy bar than he did to buy chocolate ?,4 7 2,n1 - n2,5
paul had 21 books . after selling some in a garage sale he bought 42 new ones . if he has 15 books now how many books did he sell ?,paul had [NUM] books . after selling some in a garage sale he bought [NUM] new ones . if he has [NUM] books now how many books did he sell ?,how many books did he sell ?,21 42 15,n0 - n2,6
paul had 21 books . after selling some in a garage sale he bought 42 new ones . if he has 15 books now how many more books did he buy than he sold ?,paul had [NUM] books . after selling some in a garage sale he bought [NUM] new ones . if he has [NUM] books now how many more books did he buy than he sold ?,how many more books did he buy than he sold ?,21 42 15,n0 - n2,6
paul had 51 books and 106 pens . after selling some books and pens in a garage sale he had 82 books and 14 pens left . how many books did he sell in the garage sale ?,paul had [NUM] books and [NUM] pens . after selling some books and pens in a garage sale he had [NUM] books and [NUM] pens left . how many books did he sell in the garage sale ?,how many books did he sell in the garage sale ?,51 106 82 14,n1 - n3,92
paul had 42 pens and 143 books . after selling some books and pens in a garage sale he had 113 books and 19 pens left . how many books did he sell in the garage sale ?,paul had [NUM] pens and [NUM] books . after selling some books and pens in a garage sale he had [NUM] books and [NUM] pens left . how many books did he sell in the garage sale ?,how many books did he sell in the garage sale ?,42 143 113 19,n0 - n3,23
there were 2 roses in the vase . jessica threw away 4 roses from the vase and cut some more new roses from her flower garden to put in the vase . there are now 23 roses in the vase . how many more roses did she cut than those she threw away ?,there were [NUM] roses in the vase . jessica threw away [NUM] roses from the vase and cut some more new roses from her flower garden to put in the vase . there are now [NUM] roses in the vase . how many more roses did she cut than those she threw away ?,how many more roses did she cut than those she threw away ?,2 4 23,( n2 + n1 ) - n0,25
there were 2 roses in the vase . jessica threw away 4 roses from the vase and cut some more new roses from her flower garden to put in the vase . there are now 23 roses in the vase . how many more roses did she throw away than those she cut from her garden ?,there were [NUM] roses in the vase . jessica threw away [NUM] roses from the vase and cut some more new roses from her flower garden to put in the vase . there are now [NUM] roses in the vase . how many more roses did she throw away than those she cut from her garden ?,how many more roses did she throw away than those she cut from her garden ?,2 4 23,( n2 + n1 ) - n0,25
there were 7 roses in the vase . jessica cut some more roses from her flower garden which had a total of 59 roses . there are now 20 roses in the vase . how many roses are left in the garden ?,there were [NUM] roses in the vase . jessica cut some more roses from her flower garden which had a total of [NUM] roses . there are now [NUM] roses in the vase . how many roses are left in the garden ?,how many roses are left in the garden ?,7 59 20,n2 - n0,13
there were 7 roses and 12 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now 11 roses and 20 orchids in the vase . how many roses did she cut ?,there were [NUM] roses and [NUM] orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now [NUM] roses and [NUM] orchids in the vase . how many roses did she cut ?,how many roses did she cut ?,7 12 11 20,n3 - n2,9
there were 7 roses and 12 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now 11 roses and 20 orchids in the vase . how many orchids did she cut ?,there were [NUM] roses and [NUM] orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now [NUM] roses and [NUM] orchids in the vase . how many orchids did she cut ?,how many orchids did she cut ?,7 12 11 20,n3 - n2,9
there were 7 roses and 12 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now 11 roses and 20 orchids in the vase . how many more roses than orchids are there in the vase now ?,there were [NUM] roses and [NUM] orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now [NUM] roses and [NUM] orchids in the vase . how many more roses than orchids are there in the vase now ?,how many more roses than orchids are there in the vase now ?,7 12 11 20,n3 - n2,9
there were 13 roses and 84 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now 91 orchids and 14 roses in the vase . how many orchids did she cut ?,there were [NUM] roses and [NUM] orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now [NUM] orchids and [NUM] roses in the vase . how many orchids did she cut ?,how many orchids did she cut ?,13 84 91 14,n3 - n0,1
there were 13 roses and 84 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now 91 orchids and 14 roses in the vase . how many more roses than orchids are there in the vase now ?,there were [NUM] roses and [NUM] orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now [NUM] orchids and [NUM] roses in the vase . how many more roses than orchids are there in the vase now ?,how many more roses than orchids are there in the vase now ?,13 84 91 14,n3 - n0,1
there were 13 roses and 84 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now 91 orchids and 14 roses in the vase . how many more orchids than roses are there in the vase now ?,there were [NUM] roses and [NUM] orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now [NUM] orchids and [NUM] roses in the vase . how many more orchids than roses are there in the vase now ?,how many more orchids than roses are there in the vase now ?,13 84 91 14,n3 - n0,1
danny collects bottle caps . he found 63 bottle caps at the park while he threw away 51 old ones . now he has 33 bottle caps in his collection . how many more bottle caps did danny find at the park than those he threw away ?,danny collects bottle caps . he found [NUM] bottle caps at the park while he threw away [NUM] old ones . now he has [NUM] bottle caps in his collection . how many more bottle caps did danny find at the park than those he threw away ?,how many more bottle caps did danny find at the park than those he threw away ?,63 51 33,( n2 + n1 ) - n0,21
